drug_name,condition,review,cleaned_review
Zoloft,Depression,Lifts my mood effectively but I had to adjust to side effects initially,lifts my mood effectively but i had to adjust to side effects initially
Zoloft,Depression,Improves mood significantly though I experienced mild nausea at first,improves mood significantly though i experienced mild nausea at first
Zoloft,Depression,Helped lift my mood and reduce anxiety but it took a few weeks to work,helped lift my mood and reduce anxiety but it took a few weeks to work
Zoloft,Depression,Works well to manage my depression but it caused some initial nausea and insomnia,works well to manage my depression but it caused some initial nausea and insomnia
Zoloft,Depression,Helps with my depression but I experience some sleep disturbances,helps with my depression but i experience some sleep disturbances
Zoloft,Depression,Lifted my mood considerably though I had minor stomach upset initially,lifted my mood considerably though i had minor stomach upset initially
Zoloft,Anxiety,Helps with my anxiety but I experience mild drowsiness,helps with my anxiety but i experience mild drowsiness
Zoloft,Anxiety,Helped with my anxiety but I experienced nausea initially,helped with my anxiety but i experienced nausea initially
Zoloft,Depression,Works well for my depression but sometimes causes mild dizziness,works well for my depression but sometimes causes mild dizziness
Zoloft,Anxiety,Helps with my anxiety and panic attacks though I noticed slight weight gain after prolonged use,helps with my anxiety and panic attacks though i noticed slight weight gain after prolonged use
Zoloft,Depression,Helps with my mood but I feel slightly fatigued after taking it,helps with my mood but i feel slightly fatigued after taking it
Zoloft,Depression,Good for depression but causes some dizziness at times,good for depression but causes some dizziness at times
Zoloft,Depression,It works well for my depression but I experienced some initial nausea,it works well for my depression but i experienced some initial nausea
Zoloft,Depression,Helps with depression but I occasionally feel lightheaded,helps with depression but i occasionally feel lightheaded
Zoloft,Anxiety,Significant improvement in anxiety symptoms though I sometimes feel a bit drowsy,significant improvement in anxiety symptoms though i sometimes feel a bit drowsy
Zoloft,Depression,Has been helpful for my depression though I noticed some mild nausea during the first week,has been helpful for my depression though i noticed some mild nausea during the first week
Zoloft,Anxiety,Reduces anxiety significantly though I had mild headaches at first,reduces anxiety significantly though i had mild headaches at first
Zolpidem,Insomnia,Works great for sleep but I wake up feeling groggy and sluggish,works great for sleep but i wake up feeling groggy and sluggish
Zolpidem,Insomnia,Works well but can leave me feeling drowsy the next day,works well but can leave me feeling drowsy the next day
Zolpidem,Insomnia,Great for sleep but I have some grogginess the next morning,great for sleep but i have some grogginess the next morning
Zolpidem,Insomnia,Works great for sleeping but I feel groggy the next morning,works great for sleeping but i feel groggy the next morning
Zolpidem,Insomnia,Helps me fall asleep fast but I wake up feeling a bit groggy,helps me fall asleep fast but i wake up feeling a bit groggy
Zolpidem,Insomnia,Helps me sleep but I feel groggy in the morning,helps me sleep but i feel groggy in the morning
Zolpidem,Insomnia,Helps me fall asleep but I occasionally feel disoriented when I wake up,helps me fall asleep but i occasionally feel disoriented when i wake up
Zolpidem,Insomnia,Great for sleep but I feel a bit groggy the next day,great for sleep but i feel a bit groggy the next day
Zolpidem,Insomnia,Helps me sleep but I have difficulty staying awake in the morning,helps me sleep but i have difficulty staying awake in the morning
Zolpidem,Insomnia,Works well to help me sleep but I wake up feeling groggy and disoriented,works well to help me sleep but i wake up feeling groggy and disoriented
Zolpidem,Insomnia,Works well for sleep but I often feel groggy the next day,works well for sleep but i often feel groggy the next day
Zolpidem,Insomnia,Helps with sleep but leaves me feeling groggy in the morning,helps with sleep but leaves me feeling groggy in the morning
Zolpidem,Insomnia,Helps me fall asleep fast but I feel groggy the next day,helps me fall asleep fast but i feel groggy the next day
Zolpidem,Insomnia,Helps me sleep but leaves me feeling groggy the next day,helps me sleep but leaves me feeling groggy the next day
Zolpidem,Insomnia,Helps me fall asleep quickly but I feel groggy the next morning,helps me fall asleep quickly but i feel groggy the next morning
Zolpidem,Insomnia,Helps me sleep well though it can leave me feeling groggy the next morning,helps me sleep well though it can leave me feeling groggy the next morning
Zolpidem,Insomnia,Helps me sleep but makes me feel foggy when I wake up,helps me sleep but makes me feel foggy when i wake up
Zolpidem,Insomnia,Helps with sleep but I sometimes feel groggy the next day,helps with sleep but i sometimes feel groggy the next day
Zolpidem,Insomnia,Helps me fall asleep fast but I feel groggy when I wake up,helps me fall asleep fast but i feel groggy when i wake up
Zolpidem,Sleep Issues,Helps me sleep but I sometimes feel groggy the next day,helps me sleep but i sometimes feel groggy the next day
Zolpidem,Insomnia,Helps me sleep well but I wake up feeling groggy,helps me sleep well but i wake up feeling groggy
Zolpidem,Insomnia,Helps with sleep but I sometimes feel disoriented after waking up,helps with sleep but i sometimes feel disoriented after waking up
Zolpidem,Insomnia,Helps me fall asleep quickly but I wake up feeling groggy,helps me fall asleep quickly but i wake up feeling groggy
Zolpidem,Insomnia,Helps me sleep well but sometimes I wake up groggy,helps me sleep well but sometimes i wake up groggy
Zovirax,Cold Sores,Reduces cold sore outbreaks effectively though it takes time to work,reduces cold sore outbreaks effectively though it takes time to work
Zovirax,Herpes,Clears up outbreaks quickly without severe side effects,clears up outbreaks quickly without severe side effects
Zyloprim,Gout,Reduces flareups effectively with regular use,reduces flareups effectively with regular use
Zyprexa,Schizophrenia,Effective for controlling symptoms but it makes me gain weight,effective for controlling symptoms but it makes me gain weight
Zyprexa,Schizophrenia,Improves symptoms effectively though Ive gained some weight,improves symptoms effectively though ive gained some weight
Zyrtec,Allergies,Relieves my allergy symptoms effectively but it makes me slightly drowsy,relieves my allergy symptoms effectively but it makes me slightly drowsy
Zyrtec,Allergies,Stopped my allergy symptoms within hours Slight drowsiness though,stopped my allergy symptoms within hours slight drowsiness though
Zyrtec,Allergies,Effective for allergy symptoms but it made me a bit drowsy,effective for allergy symptoms but it made me a bit drowsy
Zyrtec,Allergies,Effective for allergies but makes me feel drowsy,effective for allergies but makes me feel drowsy
Zyrtec,Allergies,Works well for my allergies but sometimes makes me a little drowsy,works well for my allergies but sometimes makes me a little drowsy
Zyrtec,Allergies,Effective for my allergies but it can make me feel drowsy,effective for my allergies but it can make me feel drowsy
Zyrtec,Allergies,Good for allergy relief but I sometimes feel a bit drowsy,good for allergy relief but i sometimes feel a bit drowsy
Zyrtec,Allergies,Great for allergy relief but makes me a bit drowsy,great for allergy relief but makes me a bit drowsy
Zyrtec,Allergies,Effective for allergies but I feel a little tired afterward,effective for allergies but i feel a little tired afterward
Zyrtec,Allergies,Works well for allergies but can make me feel a little drowsy,works well for allergies but can make me feel a little drowsy
Zyrtec,Allergies,Helps with allergies but I sometimes feel a bit drowsy,helps with allergies but i sometimes feel a bit drowsy
Zyrtec,Allergies,Great for allergies but can make me feel a bit drowsy,great for allergies but can make me feel a bit drowsy
Zyrtec,Allergies,Works great for allergies but makes me feel a bit drowsy,works great for allergies but makes me feel a bit drowsy
Zyrtec,Hay Fever,Cleared up my symptoms but I felt a bit drowsy afterward,cleared up my symptoms but i felt a bit drowsy afterward
Zyrtec,Allergies,Great for allergy relief but sometimes causes a dry mouth,great for allergy relief but sometimes causes a dry mouth
